https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume USDC,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1648425600000,2022-03-28 00:00:00,ETH/USDC,3294.54107512,3430.60569196,3277.56896184,3331.04729442,2610089.06759092,775.41432116,0,0,0,3366.05734039
1648339200000,2022-03-27 00:00:00,ETH/USDC,3147.32145302,3299.07313319,3127.25598738,3298.5703241,1021865.37484043,318.14727879,0,0,0,3211.9255545
1648252800000,2022-03-26 00:00:00,ETH/USDC,3104.70538365,3151.18052118,3087.30734097,3146.72399904,210313.32078965,67.24969705,0,0,0,3127.34971331
1648166400000,2022-03-25 00:00:00,ETH/USDC,3111.30425428,3196.14273062,3078.76345842,3103.66610791,4202765.37504121,1337.19749891,0,0,0,3142.96532746
1648080000000,2022-03-24 00:00:00,ETH/USDC,3037.30628569,3128.3158032,3004.56225602,3114.21851891,8090487.3245564,2643.48673246,0,0,0,3060.53638371
1647993600000,2022-03-23 00:00:00,ETH/USDC,2969.23518549,3045.56452145,2922.98479329,3035.48694578,7725357.50333609,2596.0866653,0,0,0,2975.77026475
1647907200000,2022-03-22 00:00:00,ETH/USDC,2887.94072807,3050,2887.94072807,2969.77113913,10128576.17237561,3379.98328772,0,0,0,2996.63498608
1647820800000,2022-03-21 00:00:00,ETH/USDC,2865.4303626,2961.34348558,2833.38172389,2894.2728474,5213129.48478618,1803.42123656,0,0,0,2890.68875263
1647734400000,2022-03-20 00:00:00,ETH/USDC,2951.90494793,2964.07452466,2819.84652358,2863.3597524,5386547.48954222,1870.229,0,0,0,2880.15397555
1647648000000,2022-03-19 00:00:00,ETH/USDC,2940.6878188,2985.4692204,2896.15881629,2953.5243236,4598238.27636973,1558.76702158,0,0,0,2949.9201694
1647561600000,2022-03-18 00:00:00,ETH/USDC,2813.44731529,2988.56095137,2769.11024153,2941.27590575,8406858.37819156,2957.49722102,0,0,0,2842.55833562
1647475200000,2022-03-17 00:00:00,ETH/USDC,2777.32276729,2836.666,2748.38370089,2815.16812843,7824900.48472215,2804.28653518,0,0,0,2790.33557611
1647388800000,2022-03-16 00:00:00,ETH/USDC,2622.04117671,2789.73017634,2606.42038605,2776.88427529,9918340.31228949,3704.37092241,0,0,0,2677.46954072
1647302400000,2022-03-15 00:00:00,ETH/USDC,2589.15305837,2668.72413736,2509.20711834,2618.88067181,6597322.65887112,2557.84042807,0,0,0,2579.25497872
1647216000000,2022-03-14 00:00:00,ETH/USDC,2514.66717416,2607.29687574,2500.06685862,2590.25901367,5509608.78133595,2146.62179607,0,0,0,2566.64159071
1647129600000,2022-03-13 00:00:00,ETH/USDC,2568.21327736,2601.0263888,2494.99381161,2520.20563014,3281322.30375107,1279.12780413,0,0,0,2565.28104006
1647043200000,2022-03-12 00:00:00,ETH/USDC,2555.03455194,2611.73952453,2554.02187992,2568.8332726,2885749.20662016,1117.34543951,0,0,0,2582.6831207
1646956800000,2022-03-11 00:00:00,ETH/USDC,2606.22897817,2672.64406783,2524.63993516,2556.39899257,4907958.87496363,1896.8536168,0,0,0,2587.42099627
1646870400000,2022-03-10 00:00:00,ETH/USDC,2730.57304227,2731.63721123,2556.27052049,2607.56748053,7614149.63799324,2912.24255288,0,0,0,2614.53141341
1646784000000,2022-03-09 00:00:00,ETH/USDC,2576.58042501,2773.51182416,2568.52121359,2729.4097405,6754289.54060896,2497.62404808,0,0,0,2704.28591757
1646697600000,2022-03-08 00:00:00,ETH/USDC,2492.179521,2623.66704592,2481.39607773,2576.8400472,6375787.59067846,2494.43276035,0,0,0,2556.00699767
1646611200000,2022-03-07 00:00:00,ETH/USDC,2549.28766794,2646.80650647,2446.36035497,2492.92717805,7885082.30656461,3111.19856161,0,0,0,2534.41950117
1646524800000,2022-03-06 00:00:00,ETH/USDC,2663.02510629,2672.91733653,2534.22,2550.71557815,4422892.84874662,1686.57865387,0,0,0,2622.40532844
1646438400000,2022-03-05 00:00:00,ETH/USDC,2621.92817602,2685.31789618,2592,2665.52261077,5111558.77696398,1938.14541388,0,0,0,2637.34534073
1646352000000,2022-03-04 00:00:00,ETH/USDC,2831.75640917,2835.11019647,2575.25786169,2622.36996727,6459264.84729005,2398.5283426,0,0,0,2693.01168244
1646265600000,2022-03-03 00:00:00,ETH/USDC,2946.45473051,2970.33159602,2787.10836744,2834.02478917,8647941.73538683,3005.13695104,0,0,0,2877.71967676
1646179200000,2022-03-02 00:00:00,ETH/USDC,2978.9027452,3042.9124754,2915.27207573,2948.19427645,9206032.04893273,3098.44197063,0,0,0,2971.18104395
1646092800000,2022-03-01 00:00:00,ETH/USDC,2923.55353525,3038.36438675,2857,2976.94590006,7064288.6861507,2394.46304262,0,0,0,2950.26006265
1646006400000,2022-02-28 00:00:00,ETH/USDC,2616.87399544,2950,2574.96141103,2923.55812721,2607792.05003178,953.41428472,0,0,0,2735.21394825
1645920000000,2022-02-27 00:00:00,ETH/USDC,2780.54438267,2836.4833433,2559.30105372,2617.41972735,1944516.07354581,720.9414033,0,0,0,2697.19018029
1645833600000,2022-02-26 00:00:00,ETH/USDC,2769.7499771,2876.79,2733.21135326,2780.66402038,5700243.00362529,2043.42691476,0,0,0,2789.55071133
1645747200000,2022-02-25 00:00:00,ETH/USDC,2602.41741859,2834.32622739,2573.73535437,2766.53883357,8842452.22403541,3307.21388466,0,0,0,2673.68623028
1645660800000,2022-02-24 00:00:00,ETH/USDC,2577.94683278,2750,2298.67000001,2599.95603703,7245662.80427307,2932.92113567,0,0,0,2470.45947337
1645574400000,2022-02-23 00:00:00,ETH/USDC,2641.99029751,2752.34432775,2579.4839132,2579.4839132,3194676.42523999,1197.20920153,0,0,0,2668.43624418
1645488000000,2022-02-22 00:00:00,ETH/USDC,2573.69776193,2662.15153304,2502.27245898,2638.08821409,2971523.92173894,1146.01325233,0,0,0,2592.92282676
1645401600000,2022-02-21 00:00:00,ETH/USDC,2623.91218453,2758.86684266,2561.61869718,2568.78929862,3600734.47102316,1356.14416629,0,0,0,2655.12661598
1645315200000,2022-02-20 00:00:00,ETH/USDC,2762.06079576,2764.13438182,2577.39883863,2621.30055283,1796927.89122698,679.53227075,0,0,0,2644.35990544
1645228800000,2022-02-19 00:00:00,ETH/USDC,2778.19244135,2830.85777473,2696.38,2764.3613418,661123.75532101,239.69302356,0,0,0,2758.21025368
1645142400000,2022-02-18 00:00:00,ETH/USDC,2890.99849955,2943.83191634,2753.96882509,2780.50509912,2675697.21834412,941.32153646,0,0,0,2842.4901744
1645056000000,2022-02-17 00:00:00,ETH/USDC,3125.66730113,3162.52586484,2802.32612044,2893.70554001,6601358.21384776,2211.25746622,0,0,0,2985.34128869
1644969600000,2022-02-16 00:00:00,ETH/USDC,3186.35485544,3187.91934114,3036.59373251,3123.59216878,4817484.22371634,1539.03011912,0,0,0,3130.20789123
1644883200000,2022-02-15 00:00:00,ETH/USDC,2932.38370243,3197.90364406,2914.42161197,3187.00801716,5210035.22672726,1694.07705736,0,0,0,3075.44170089
1644796800000,2022-02-14 00:00:00,ETH/USDC,2876.73690024,2966.14594505,2832.01436083,2931.67638203,5016467.07303856,1732.06401915,0,0,0,2896.23652334
1644710400000,2022-02-13 00:00:00,ETH/USDC,2917.55805994,2953.73514623,2838.75186883,2871.31060419,3215512.58495181,1104.1001171,0,0,0,2912.33787149
1644624000000,2022-02-12 00:00:00,ETH/USDC,2926.65465145,2986.47467336,2855.61895748,2916.5584086,4555886.74267458,1558.27340422,0,0,0,2923.67612149
1644537600000,2022-02-11 00:00:00,ETH/USDC,3074.93316197,3139.61,2877.82580813,2928.75157548,8994546.10331449,2954.07657033,0,0,0,3044.79111802
1644451200000,2022-02-10 00:00:00,ETH/USDC,3250.42229488,3282.94290722,3061.58373369,3073.09139561,6323767.28570325,1979.75245804,0,0,0,3194.2212068
1644364800000,2022-02-09 00:00:00,ETH/USDC,3121.56847649,3270.27931072,3058.66002565,3246.47838619,4018648.81480558,1271.03409913,0,0,0,3161.71597406
1644278400000,2022-02-08 00:00:00,ETH/USDC,3147.15945837,3230.604972,3029.86291046,3117.6926938,5328968.71485871,1722.71420135,0,0,0,3093.35623441
1644192000000,2022-02-07 00:00:00,ETH/USDC,3060.75977143,3188.75958257,2995.67257428,3142.77741083,3289063.59439343,1059.4340213,0,0,0,3104.54783239
1644105600000,2022-02-06 00:00:00,ETH/USDC,3015.2011464,3074.46474523,2954.52162004,3058.11013383,2320329.72025071,771.16376165,0,0,0,3008.86768237
1644019200000,2022-02-05 00:00:00,ETH/USDC,2992.51626365,3062.14511275,2964.23038352,3013.45607424,4771515.43577893,1586.04511697,0,0,0,3008.4361313
1643932800000,2022-02-04 00:00:00,ETH/USDC,2696.2921945,2996.89715313,2672.93578245,2996.89715313,6276136.43178969,2182.62183678,0,0,0,2875.50336298
1643846400000,2022-02-03 00:00:00,ETH/USDC,2681.67244239,2724.02412347,2578.2372,2694.6455176,3159533.03533129,1197.82100724,0,0,0,2637.73386527
1643760000000,2022-02-02 00:00:00,ETH/USDC,2790.96548114,2811,2615.07364633,2682.07436146,3840033.67607964,1414.43708228,0,0,0,2714.88475817
1643673600000,2022-02-01 00:00:00,ETH/USDC,2684.23923682,2812.45918197,2677.21558066,2789.23937776,4228836.63344268,1533.34977305,0,0,0,2757.9073658
1643587200000,2022-01-31 00:00:00,ETH/USDC,2606.26026719,2708.34824842,2478.90379445,2687.32230973,2792577.08575578,1059.82166508,0,0,0,2634.94998995
1643500800000,2022-01-30 00:00:00,ETH/USDC,2599.87342374,2640,2546.2357156,2606.16337411,1074200.42761135,414.03944796,0,0,0,2594.4398122
1643414400000,2022-01-29 00:00:00,ETH/USDC,2543.40482405,2635.19712405,2521.55743951,2599.05473789,1691696.52625374,656.41144944,0,0,0,2577.18924265
1643328000000,2022-01-28 00:00:00,ETH/USDC,2424.61452571,2557.26061865,2359.72299892,2546.62623045,1942935.88777381,796.3853769,0,0,0,2439.69307339
1643241600000,2022-01-27 00:00:00,ETH/USDC,2461.21949646,2520.56353235,2317.6231222,2427.14956395,4750936.93769799,1970.17519409,0,0,0,2411.42866479
1643155200000,2022-01-26 00:00:00,ETH/USDC,2461.84459337,2720,2407.6977847,2462.21262798,3548289.17887154,1388.37668197,0,0,0,2555.71072674
1643068800000,2022-01-25 00:00:00,ETH/USDC,2439.94592959,2507.22821088,2352.04983403,2459.5161532,1571246.51070111,647.1086209,0,0,0,2428.1031962
1642982400000,2022-01-24 00:00:00,ETH/USDC,2540.52162265,2540.52162265,2160.61765255,2441.10969757,6170702.45716257,2678.93720068,0,0,0,2303.41437477
1642896000000,2022-01-23 00:00:00,ETH/USDC,2411.64062714,2550,2372.20120402,2542.46460672,2194816.04013368,888.73745594,0,0,0,2469.58876939
1642809600000,2022-01-22 00:00:00,ETH/USDC,2564.72365582,2623.40067232,2302.95819246,2412.69390377,10471960.05017259,4289.4183477,0,0,0,2441.3473346
1642723200000,2022-01-21 00:00:00,ETH/USDC,3000.1573247,3032.40408841,2453.01000001,2569.18145431,8712176.96907853,3189.03185193,0,0,0,2731.9190819
1642636800000,2022-01-20 00:00:00,ETH/USDC,3091.91705175,3272.24,2987.4085474,3002.69710724,3049501.90146756,966.97458665,0,0,0,3153.65258153
1642550400000,2022-01-19 00:00:00,ETH/USDC,3166.00075964,3174.88058645,3047.87817236,3083.56,2479788.50558809,798.1316717,0,0,0,3106.99173271
1642464000000,2022-01-18 00:00:00,ETH/USDC,3213.31256573,3244.89584193,3086.75677873,3162.39528715,2256077.66087051,713.89843356,0,0,0,3160.22217561
1642377600000,2022-01-17 00:00:00,ETH/USDC,3352.01023379,3358.25595924,3143.36320474,3212.4857972,1440474.06149718,443.21226755,0,0,0,3250.07714578
1642291200000,2022-01-16 00:00:00,ETH/USDC,3328.3065455,3392.52818937,3286.24117296,3348.80883002,581673.89961536,174.66123659,0,0,0,3330.2976148
1642204800000,2022-01-15 00:00:00,ETH/USDC,3314.00322302,3371.66126903,3262.51314042,3327.99938785,3142212.16427927,944.37131666,0,0,0,3327.30580529
1642118400000,2022-01-14 00:00:00,ETH/USDC,3242.87054274,3342.4616743,3185.74,3309.74660024,2355318.94234941,721.00006339,0,0,0,3266.73888387
1642032000000,2022-01-13 00:00:00,ETH/USDC,3370.48524688,3411.82844,3235.76024715,3241.72280839,2218735.29218879,666.81839212,0,0,0,3327.34567373
1641945600000,2022-01-12 00:00:00,ETH/USDC,3243.41794461,3407.64847021,3209.65206785,3370.71856671,2507527.7952039,760.51889577,0,0,0,3297.12753904
1641859200000,2022-01-11 00:00:00,ETH/USDC,3086.55513522,3263.21166153,3053.11350925,3238.55749673,2491821.03049688,787.16130156,0,0,0,3165.57867562
1641772800000,2022-01-10 00:00:00,ETH/USDC,3145.55675828,3179.6772802,2930,3086.02987138,4908879.60967464,1618.56543263,0,0,0,3032.85830199
1641686400000,2022-01-09 00:00:00,ETH/USDC,3080.31638479,3210.72947456,3057,3150.52048618,1073785.19911787,343.4537609,0,0,0,3126.4330788
1641600000000,2022-01-08 00:00:00,ETH/USDC,3201.99577104,3246.15795532,2990,3080.12220614,2716562.94798133,880.99028951,0,0,0,3083.5333605
1641513600000,2022-01-07 00:00:00,ETH/USDC,3410.87579583,3413.05267016,3066.49164542,3195.03192048,4520395.74181845,1407.12934067,0,0,0,3212.49483694
1641427200000,2022-01-06 00:00:00,ETH/USDC,3536.16406865,3546.54782537,3295.08076966,3409.1662558,3585163.29324921,1044.54438062,0,0,0,3432.2747408
1641340800000,2022-01-05 00:00:00,ETH/USDC,3785.04375222,3845.05953747,3414.42312826,3535.81310524,3255265.27688048,881.17806301,0,0,0,3694.21960614
1641254400000,2022-01-04 00:00:00,ETH/USDC,3770.92150574,3891.84300356,3715.70594985,3790.91458682,1349733.29905158,353.00006784,0,0,0,3823.60634464
1641168000000,2022-01-03 00:00:00,ETH/USDC,3828.88034508,3850,3683.15796757,3764.66913046,1473629.46557331,389.90672186,0,0,0,3779.44103795
1641081600000,2022-01-02 00:00:00,ETH/USDC,3767.41104813,3855.68020801,3719.75168571,3832.35100466,1353258.86894491,357.33210972,0,0,0,3787.11801188
1640995200000,2022-01-01 00:00:00,ETH/USDC,3681.62687508,3775.53552376,3675.19166632,3766.52598692,2073221.67727586,557.14377744,0,0,0,3721.16096638
1640908800000,2021-12-31 00:00:00,ETH/USDC,3704.99007835,3814.96461219,3622.4247459,3677.22620961,4428423.13409128,1189.58154381,0,0,0,3722.67303333
1640822400000,2021-12-30 00:00:00,ETH/USDC,3631.94585368,3768.97987465,3584.73167363,3708.85601915,3013114.46483263,817.75496189,0,0,0,3684.61777091
1640736000000,2021-12-29 00:00:00,ETH/USDC,3797.60323307,3826.40868133,3605.70649727,3625.52569228,3898831.42720129,1039.12842678,0,0,0,3752.0207577
1640649600000,2021-12-28 00:00:00,ETH/USDC,4036.41490996,4036.41490996,3761.62491649,3791.81148555,3916573.85605213,998.44190965,0,0,0,3922.68575487
1640563200000,2021-12-27 00:00:00,ETH/USDC,4072.95191651,4127.31985026,4032.34163047,4036,4331000.84065413,1062.35911923,0,0,0,4076.77664008
1640476800000,2021-12-26 00:00:00,ETH/USDC,4095.68483168,4105.91730251,4005.10112115,4063.52439292,1003974.1416438,247.37333097,0,0,0,4058.53831416
1640390400000,2021-12-25 00:00:00,ETH/USDC,4047.53228731,4140.09534327,4022.10129848,4096.70215433,3808905.5417813,934.47430258,0,0,0,4075.98746296
1640304000000,2021-12-24 00:00:00,ETH/USDC,4113.57917316,4137.18563611,4021.59761849,4042.79439158,3500064.3269476,854.96597724,0,0,0,4093.80539123
1640217600000,2021-12-23 00:00:00,ETH/USDC,3982.50491171,4150.8892,3894.98243582,4111.06403575,4122271.46933308,1037.17576377,0,0,0,3974.51580853
1640131200000,2021-12-22 00:00:00,ETH/USDC,4015.72099417,4074.5645391,3938.54825784,3981.38661341,3992156.70475063,995.01706768,0,0,0,4012.14897153
1640044800000,2021-12-21 00:00:00,ETH/USDC,3944.74293164,4061.06275939,3914.29211546,4017.3353304,3523653.515726,881.95406871,0,0,0,3995.28007266
1639958400000,2021-12-20 00:00:00,ETH/USDC,3924.33400122,3980.31110487,3757.05197833,3941.46319184,4011783.57659193,1039.02485173,0,0,0,3861.10454423
1639872000000,2021-12-19 00:00:00,ETH/USDC,3958.84606918,4029.39976,3890,3919.19291378,3949839.7686289,1002.82973663,0,0,0,3938.69430109
1639785600000,2021-12-18 00:00:00,ETH/USDC,3877.84942889,3996.76282878,3767.70191114,3963.00100424,1927373.63951725,496.86772415,0,0,0,3879.04777436
1639699200000,2021-12-17 00:00:00,ETH/USDC,3958.62088778,3994.47042861,3700,3876.72130398,7049184.0583027,1818.74965975,0,0,0,3875.84075714
1639612800000,2021-12-16 00:00:00,ETH/USDC,4025.06961375,4112.03398149,3954.23856262,3957.81595148,6403122.08055541,1581.04945992,0,0,0,4049.9188943
1639526400000,2021-12-15 00:00:00,ETH/USDC,3860.29579228,4094.53,3643.96000001,4021.3116485,6501005.52454198,1669.38191009,0,0,0,3894.25899804
1639440000000,2021-12-14 00:00:00,ETH/USDC,3785.14345717,3881.82370701,3689.49,3860.74179486,8110929.57991567,2136.72681081,0,0,0,3795.96003517
1639353600000,2021-12-13 00:00:00,ETH/USDC,4129.74104976,4143.629487,3660,3782.61079883,8965767.29381694,2322.58441223,0,0,0,3860.25465709
1639267200000,2021-12-12 00:00:00,ETH/USDC,4088.38640105,4175.43558533,3989.46439613,4134.13226736,3537373.50709575,868.51599297,0,0,0,4072.89391989
1639180800000,2021-12-11 00:00:00,ETH/USDC,3903.42317067,4096.90842519,3836.54158176,4079.09316623,6965691.20315815,1740.47132841,0,0,0,4002.18670049
1639094400000,2021-12-10 00:00:00,ETH/USDC,4115.64458445,4227.06299855,3892.35478937,3904.17579844,7251840.41971794,1785.56626561,0,0,0,4061.36728688
1639008000000,2021-12-09 00:00:00,ETH/USDC,4441.22510664,4489.7697748,4078.72021191,4107.63523546,7290755.15122205,1691.08593489,0,0,0,4311.28602089
1638921600000,2021-12-08 00:00:00,ETH/USDC,4312.57438875,4454.22682915,4230,4440.29275651,7765392.63311225,1786.97871852,0,0,0,4345.54287224
1638835200000,2021-12-07 00:00:00,ETH/USDC,4353.79467034,4428.80722501,4262,4310.03047819,3759146.29187244,863.026486,0,0,0,4355.77163951
1638748800000,2021-12-06 00:00:00,ETH/USDC,4202.94117647,4378.24540983,3926.23026494,4355.72764461,11376365.19230068,2768.04673831,0,0,0,4109.88912681
1638662400000,2021-12-05 00:00:00,ETH/USDC,4126.9876426,4253.92302821,4038.64506305,4200.3019062,7462675.23177641,1804.05205078,0,0,0,4136.61857957
1638576000000,2021-12-04 00:00:00,ETH/USDC,4217.44021234,4239.4531584,3500,4123.6750197,14987128.72080114,3796.88155808,0,0,0,3947.22049965
1638489600000,2021-12-03 00:00:00,ETH/USDC,4516.79559526,4658.76508529,4040.53175936,4221.5712064,10081130.41298743,2316.08518649,0,0,0,4352.65959637
1638403200000,2021-12-02 00:00:00,ETH/USDC,4586.35317369,4636.84696,4438.05329355,4517.63771111,5317590.83014381,1171.59807781,0,0,0,4538.7500465
1638316800000,2021-12-01 00:00:00,ETH/USDC,4631.97604397,4782.12949135,4528.88381952,4589.08520464,7793420.28042838,1664.46407869,0,0,0,4682.23999556
1638230400000,2021-11-30 00:00:00,ETH/USDC,4448.51534224,4755.1810504,4351.86791853,4625.75715593,7846985.39169317,1723.60790763,0,0,0,4552.65107392
1638144000000,2021-11-29 00:00:00,ETH/USDC,4302.751,4462.59259423,4282.76332411,4448.16886287,6649656.54292031,1522.83409052,0,0,0,4366.63231031
1638057600000,2021-11-28 00:00:00,ETH/USDC,4094.93163351,4300.30969297,3970.27685757,4299.20358617,7484355.51163397,1841.25983003,0,0,0,4064.80138738
1637971200000,2021-11-27 00:00:00,ETH/USDC,4048.76221023,4185.28162452,4030.59279002,4100.80921437,3276971.51045905,795.76549398,0,0,0,4118.01156904
1637884800000,2021-11-26 00:00:00,ETH/USDC,4533.57566576,4555.39866147,3918.80163082,4039.07051303,18466209.04513103,4475.51571052,0,0,0,4126.0516641
1637798400000,2021-11-25 00:00:00,ETH/USDC,4273.70119018,4555.15793961,4249.79923618,4523.74282532,11262163.98032521,2569.84373036,0,0,0,4382.43144798
1637712000000,2021-11-24 00:00:00,ETH/USDC,4340.33719411,4374.314626,4168.89552696,4274.43255402,6010596.62287299,1413.83945473,0,0,0,4251.25823357
1637625600000,2021-11-23 00:00:00,ETH/USDC,4088.94631785,4386.4059564,4064.5672597,4342.05100057,7346441.46295695,1746.90508798,0,0,0,4205.40389601
1637539200000,2021-11-22 00:00:00,ETH/USDC,4264.56988054,4320.28840371,4027,4088.70731529,8070244.53019915,1935.00379294,0,0,0,4170.66083262
1637452800000,2021-11-21 00:00:00,ETH/USDC,4414.95701752,4444.43981974,4248.20471121,4263.81552047,2498968.05702333,575.1203238,0,0,0,4345.12214854
1637366400000,2021-11-20 00:00:00,ETH/USDC,4298.0857107,4437.98559326,4205.09,4415.19894264,2871211.79408403,667.27428969,0,0,0,4302.89588321
1637280000000,2021-11-19 00:00:00,ETH/USDC,4007.86,4310.8409905,3975.43831418,4299.42033318,4706693.95814272,1131.20348634,0,0,0,4160.78452283
1637193600000,2021-11-18 00:00:00,ETH/USDC,4289.57774484,4345.22994858,3957.76563001,3998.12010378,9049923.55913889,2217.39144131,0,0,0,4081.33782359
1637107200000,2021-11-17 00:00:00,ETH/USDC,4207.85033031,4300,4069.20737299,4292.41806118,3835621.16198067,917.20286747,0,0,0,4181.86782664
1637020800000,2021-11-16 00:00:00,ETH/USDC,4557.03331199,4557.03331199,4110,4210.58895676,11288902.08787539,2630.42728853,0,0,0,4291.66095451
1636934400000,2021-11-15 00:00:00,ETH/USDC,4629,4770.1362139,4541.30825834,4564.37414732,3516805.93286469,753.51183321,0,0,0,4667.22057685
1636848000000,2021-11-14 00:00:00,ETH/USDC,4644.29501684,4693.33150919,4516.4504796,4627.25366555,2365940.60049737,514.47615762,0,0,0,4598.73711435
1636761600000,2021-11-13 00:00:00,ETH/USDC,4668.13995235,4707.7158,4586.49443371,4645.58202049,3842087.20344071,827.55212871,0,0,0,4642.71321424
1636675200000,2021-11-12 00:00:00,ETH/USDC,4721.55859293,4807.55337427,4510.62901242,4668.37349097,4260298.02001299,919.93829373,0,0,0,4631.06933263
1636588800000,2021-11-11 00:00:00,ETH/USDC,4633.02319049,4779.8272001,4579.4556895,4722.66369683,2516745.87763822,535.8335555,0,0,0,4696.87993931
1636502400000,2021-11-10 00:00:00,ETH/USDC,4735.33678298,4865.75801909,4467.00000001,4635.3898782,15218200.12068486,3241.97180326,0,0,0,4694.11859331
1636416000000,2021-11-09 00:00:00,ETH/USDC,4807.76127103,4840.95670674,4716.31615492,4732.9492056,5027328.61901561,1050.61573492,0,0,0,4785.12595225
1636329600000,2021-11-08 00:00:00,ETH/USDC,4618.92795206,4824.97493857,4616.97079752,4811.47966897,7036733.09382187,1489.80333291,0,0,0,4723.26309008
1636243200000,2021-11-07 00:00:00,ETH/USDC,4523.00235498,4639.35966363,4506.96604166,4617.16681952,2474826.84492938,539.13196042,0,0,0,4590.39164178
1636156800000,2021-11-06 00:00:00,ETH/USDC,4476.25619445,4531.1139964,4330.86637617,4517,6187653.24995117,1397.70098357,0,0,0,4427.02217619
1636070400000,2021-11-05 00:00:00,ETH/USDC,4537.95519473,4573.50285355,4446.00000001,4479.74277673,5145202.78134302,1144.43809961,0,0,0,4495.83318057
1635984000000,2021-11-04 00:00:00,ETH/USDC,4604.447822,4608.3665016,4423.95141217,4537.17409859,4778080.91014653,1060.26655223,0,0,0,4506.4902784
1635897600000,2021-11-03 00:00:00,ETH/USDC,4593.46232736,4667.38469524,4458.41768385,4604.24770784,10427229.23373364,2284.33784704,0,0,0,4564.66159208
1635811200000,2021-11-02 00:00:00,ETH/USDC,4322.06135432,4602.73435062,4288.55657847,4588.89480221,6362798.29359986,1426.85038225,0,0,0,4459.33110629
1635724800000,2021-11-01 00:00:00,ETH/USDC,4289.98667281,4382.80597565,4153.36496388,4322.9762279,6998627.39411789,1629.78353979,0,0,0,4294.20669877
1635638400000,2021-10-31 00:00:00,ETH/USDC,4324.86947551,4395.14360747,4167.20846116,4289.23171888,6087358.79134151,1434.92245317,0,0,0,4242.29112722
1635552000000,2021-10-30 00:00:00,ETH/USDC,4423.97337857,4434.36456,4237.42669988,4322.68112256,3934516.67721379,912.62531362,0,0,0,4311.20704027
1635465600000,2021-10-29 00:00:00,ETH/USDC,4287.9766764,4458.66105552,4268.23346044,4417.76238221,7486763.23494429,1710.81622433,0,0,0,4376.13527886
1635379200000,2021-10-28 00:00:00,ETH/USDC,3925.2052122,4297.09067912,3898.07742426,4288.50958089,7026616.30443114,1695.43276557,0,0,0,4144.43819131
1635292800000,2021-10-27 00:00:00,ETH/USDC,4130.38138999,4310,3915.29849387,3922.56373431,11888970.19558095,2901.71989537,0,0,0,4097.21497052
1635206400000,2021-10-26 00:00:00,ETH/USDC,4227,4294.9961404,4092.44505944,4129.7447717,4971383.12141812,1184.74437194,0,0,0,4196.16521433
1635120000000,2021-10-25 00:00:00,ETH/USDC,4081.60535803,4235.40144175,4066.68408337,4220.83675304,3497002.51130722,842.24045404,0,0,0,4152.02391969
1635033600000,2021-10-24 00:00:00,ETH/USDC,4170.63777009,4184.54404392,3961.49646503,4083.4313794,5453220.69475257,1348.82638415,0,0,0,4042.9374446
1634947200000,2021-10-23 00:00:00,ETH/USDC,3971.25794143,4171.13743999,3935.95,4168.75692119,2908768.85727153,718.33599662,0,0,0,4049.31518253
1634860800000,2021-10-22 00:00:00,ETH/USDC,4056.06517907,4166.35579595,3893.91011671,3971.52212146,5382402.11308548,1337.31426262,0,0,0,4024.78479706
1634774400000,2021-10-21 00:00:00,ETH/USDC,4162.71033639,4373.61983999,4022.6095462,4054.4065307,11620091.04468463,2792.33337252,0,0,0,4161.42684073
1634688000000,2021-10-20 00:00:00,ETH/USDC,3883.77068228,4169.31268022,3830,4164.01210719,4045568.7598567,1005.92184604,0,0,0,4021.75256038
1634601600000,2021-10-19 00:00:00,ETH/USDC,3748.79069834,3885.9518576,3732.5954835,3877.59096818,1889735.68599298,496.63019769,0,0,0,3805.11635172
1634515200000,2021-10-18 00:00:00,ETH/USDC,3853.86378014,3889.84399945,3680,3746.39692419,3559538.60826782,943.98863983,0,0,0,3770.74305566
1634428800000,2021-10-17 00:00:00,ETH/USDC,3825.52165852,3915.77924079,3646.79324,3845.78283371,3883234.57932048,1024.74710635,0,0,0,3789.45649639
1634342400000,2021-10-16 00:00:00,ETH/USDC,3870.30017068,3967,3803.95884041,3827.30160812,3031527.64356811,780.47218184,0,0,0,3884.22254387
1634256000000,2021-10-15 00:00:00,ETH/USDC,3792.15724102,3903.3789493,3734.93299083,3870.30043633,3781129.57986466,988.49320219,0,0,0,3825.14474706
1634169600000,2021-10-14 00:00:00,ETH/USDC,3607.95209776,3825.71758353,3589.78653936,3791.97670357,2924808.15677678,788.02005065,0,0,0,3711.59103675
1634083200000,2021-10-13 00:00:00,ETH/USDC,3489.58092901,3612.20181266,3413.50071121,3607.2893254,2301374.00700402,659.28213466,0,0,0,3490.72708938
1633996800000,2021-10-12 00:00:00,ETH/USDC,3539.08310812,3546.82993531,3405.6910458,3488.92670324,4980312.68187988,1433.76001788,0,0,0,3473.6027088
1633910400000,2021-10-11 00:00:00,ETH/USDC,3414.4266432,3622.20654451,3375.29287422,3542.94655286,2301739.12368702,655.14300842,0,0,0,3513.33845298
1633824000000,2021-10-10 00:00:00,ETH/USDC,3574.32839919,3603.60164408,3411.7,3417.61351718,2722333.88278463,773.69902679,0,0,0,3518.59545963
