https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume USDC,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1630454400000,2021-09-01 00:00:00,BTC/USDC,47100.0559762,49100,46541.46928338,48841.17118836,3905039.30237934,81.51063512,0,0,0,47908.34099906
1630368000000,2021-08-31 00:00:00,BTC/USDC,46926.03956141,48239.74052226,46713.15109699,47155.17200702,5035324.73851787,106.65362097,0,0,0,47211.94360512
1630281600000,2021-08-30 00:00:00,BTC/USDC,48752.82460497,48877.40058604,46888.30929894,47024.84125371,5876729.61820975,122.67548819,0,0,0,47904.67684227
1630195200000,2021-08-29 00:00:00,BTC/USDC,48965.35084651,49650,47841.26915552,48803.14976874,3955555.18246454,81.17755323,0,0,0,48727.2038276
1630108800000,2021-08-28 00:00:00,BTC/USDC,49058.36154198,49319.6663376,48397.65807579,48928.38130223,6786528.73595017,138.68343394,0,0,0,48935.39583744
1630022400000,2021-08-27 00:00:00,BTC/USDC,46865.89096674,49150.46522037,46352.35987368,49026.72832409,8427648.14823937,176.92428167,0,0,0,47634.20864954
1629936000000,2021-08-26 00:00:00,BTC/USDC,49016.10530773,49345.45648795,46327.24769705,46836.73469387,7571684.41447439,160.73968759,0,0,0,47105.25774933
1629849600000,2021-08-25 00:00:00,BTC/USDC,47661.26073227,49234.80880779,47135.87341348,49007.99930568,5682265.02545262,118.67997737,0,0,0,47878.88531304
1629763200000,2021-08-24 00:00:00,BTC/USDC,49469.91027161,49867.03423744,47635.87370414,47717.671013,8827231.75269883,181.14069219,0,0,0,48731.35707927
1629676800000,2021-08-23 00:00:00,BTC/USDC,49294.88038311,50566.80232114,49056.95797234,49545.19365996,5232464.47356151,104.56961765,0,0,0,50038.09510975
1629590400000,2021-08-22 00:00:00,BTC/USDC,48863.74538716,49500,48039.70728239,49299.9619121,4225800.77007171,86.4652743,0,0,0,48872.80823755
1629504000000,2021-08-21 00:00:00,BTC/USDC,49372.5197338,49834.24987014,48317.12056384,48887.67746192,6190098.87631527,126.57023647,0,0,0,48906.43368421
1629417600000,2021-08-20 00:00:00,BTC/USDC,46775.79167888,49359.92551062,46656.94468361,49321.51587589,4927703.13358457,102.60722082,0,0,0,48024.91573404
1629331200000,2021-08-19 00:00:00,BTC/USDC,44757.2704559,47027.34057724,43955.82,46775.79167888,5521953.73134377,121.91597392,0,0,0,45293.11093366
1629244800000,2021-08-18 00:00:00,BTC/USDC,44682.29616387,46023.70541459,44203.59039369,44738.59856585,4487159.75154099,99.6524019,0,0,0,45028.11438547
1629158400000,2021-08-17 00:00:00,BTC/USDC,45911.4248593,47165.15284206,44439.58240222,44656.88558477,7180830.64951011,156.6389988,0,0,0,45843.18531478
1629072000000,2021-08-16 00:00:00,BTC/USDC,47061.32193671,48071.60822115,45692.93403785,45974.18795781,4115089.26853138,87.81467897,0,0,0,46861.06374012
1628985600000,2021-08-15 00:00:00,BTC/USDC,47110.24328663,47382.32710441,45534.78830796,47031.79162235,3992033.55213726,85.96238864,0,0,0,46439.30462257
1628899200000,2021-08-14 00:00:00,BTC/USDC,47850.37046047,48227.75992304,46068.16480262,47110.56021418,2565661.12841594,54.60520887,0,0,0,46985.64810042
1628812800000,2021-08-13 00:00:00,BTC/USDC,44424.81222528,47920.31278031,44266.65732756,47827.52693788,6013433.15377146,130.52392731,0,0,0,46071.50028124
1628726400000,2021-08-12 00:00:00,BTC/USDC,45530.02723305,46217.55688059,43820.40701547,44430.85078463,7179193.55947755,160.05643089,0,0,0,44854.14000273
1628640000000,2021-08-11 00:00:00,BTC/USDC,45572.59863607,46766.45328019,45380.26643948,45576.54261766,5755583.99347366,125.03851231,0,0,0,46030.49002377
1628553600000,2021-08-10 00:00:00,BTC/USDC,46282.67695595,46713.24432197,44695.79744877,45613.3087177,9186934.44559894,201.37709692,0,0,0,45620.55261551
1628467200000,2021-08-09 00:00:00,BTC/USDC,43822.6639013,46489.79591836,42802.14205951,46313.82530515,11456460.41158263,252.35673666,0,0,0,45397.8782703
1628380800000,2021-08-08 00:00:00,BTC/USDC,44610.92287776,45334.13380751,43328.89637699,43814.72938777,10365778.10817431,233.37461889,0,0,0,44416.90427809
1628294400000,2021-08-07 00:00:00,BTC/USDC,42867.67389202,44746.10944545,42438.07112038,44651.81300303,7931907.74617527,181.98955151,0,0,0,43584.41284328
1628208000000,2021-08-06 00:00:00,BTC/USDC,40917.19933591,43357.34384007,39897.95918367,42809.85503086,7919593.89887192,191.91301009,0,0,0,41266.58164111
1628121600000,2021-08-05 00:00:00,BTC/USDC,39748.07322129,41403.85228051,37346.02042894,40891.27517872,7744769.68027249,198.41228464,0,0,0,39033.72059005
1628035200000,2021-08-04 00:00:00,BTC/USDC,38206.59646621,39960.09269461,37527.6827582,39741.27295078,6210801.33709673,160.70309619,0,0,0,38647.67689201
1627948800000,2021-08-03 00:00:00,BTC/USDC,39165.13173046,39766.72348862,37666.34306071,38189.74467263,8123102.94941722,211.68352489,0,0,0,38373.80804027
1627862400000,2021-08-02 00:00:00,BTC/USDC,39865.4057543,40430.93693624,38691.32413768,39180.08159526,5059768.90972304,128.2106388,0,0,0,39464.50120739
1627776000000,2021-08-01 00:00:00,BTC/USDC,41514.94016066,42579.94467612,39454.31688148,39882.00417312,7379055.14124427,179.69619803,0,0,0,41064.05823907
1627689600000,2021-07-31 00:00:00,BTC/USDC,42301.34320942,42410.88128337,41082.64052804,41435.06315904,3595158.11600827,86.15912476,0,0,0,41726.95725522
1627603200000,2021-07-30 00:00:00,BTC/USDC,40066.12281346,42302.09625414,38336.97895115,42199.13,11569977.21466005,288.00594701,0,0,0,40172.70245554
1627516800000,2021-07-29 00:00:00,BTC/USDC,40019.79836853,40638.68578272,39292.67268419,40024.8672801,6679056.26643428,167.33201359,0,0,0,39914.99368913
1627430400000,2021-07-28 00:00:00,BTC/USDC,39446.03806958,40922.98999926,38816.9662275,40008.25696902,14338175.14059544,359.88663394,0,0,0,39840.81037859
1627344000000,2021-07-27 00:00:00,BTC/USDC,37289.39691495,39536.22341229,36428.57142857,39497.26054254,7089041.05912399,186.51939304,0,0,0,38006.99189281
1627257600000,2021-07-26 00:00:00,BTC/USDC,35426.77267703,40553.21776447,35285.11589486,37264.87867485,18714841.75247616,489.31989691,0,0,0,38246.63961277
1627171200000,2021-07-25 00:00:00,BTC/USDC,34276.97962549,35402.66958345,33883.6318834,35402.66958345,1740606.89879337,50.64645103,0,0,0,34367.79603298
1627084800000,2021-07-24 00:00:00,BTC/USDC,33670.64900551,34508.5629078,33434.01166422,34268.64222619,3827640.01305844,113.03082894,0,0,0,33863.68169599
1626998400000,2021-07-23 00:00:00,BTC/USDC,32309.27497816,33653.06122448,32020.3498272,33653.06122448,4258817.05433692,130.08901258,0,0,0,32737.71527566
1626912000000,2021-07-22 00:00:00,BTC/USDC,32080.02494671,32596.6441348,31733.07523928,32292.21000575,4196055.78858147,130.36926962,0,0,0,32185.92695051
1626825600000,2021-07-21 00:00:00,BTC/USDC,29765.92581348,32800.00000001,29500,32130.02617235,12989662.86064867,413.05278307,0,0,0,31447.94901054
1626739200000,2021-07-20 00:00:00,BTC/USDC,30829.69353722,31049.19042438,29300.77193317,29787.13194165,15646108.7028229,524.33123794,0,0,0,29840.12313341
1626652800000,2021-07-19 00:00:00,BTC/USDC,31804.19149698,31884.31210931,30400.00000001,30832.19942857,11187309.90717659,360.77928488,0,0,0,31008.73685388
1626566400000,2021-07-18 00:00:00,BTC/USDC,31504.30810966,32424.78286275,31128.93540579,31789.25000863,3009641.11493643,94.9085716,0,0,0,31710.95154208
1626480000000,2021-07-17 00:00:00,BTC/USDC,31385.84461819,31958.21583034,31177.77788888,31522.3689534,12038732.42398196,381.46705998,0,0,0,31559.0353322
1626393600000,2021-07-16 00:00:00,BTC/USDC,31886.24910929,32242.01782902,31041.34460561,31385.84461819,6947043.17493273,218.75675617,0,0,0,31756.93083295
1626307200000,2021-07-15 00:00:00,BTC/USDC,32805.96229081,33186.55741234,31155.00489992,31861.06955309,16550756.74103594,518.05186811,0,0,0,31948.06883221
1626220800000,2021-07-14 00:00:00,BTC/USDC,32735.80927942,33079.30304725,31600,32822.23414547,18341590.34595693,566.1800716,0,0,0,32395.33015375
1626134400000,2021-07-13 00:00:00,BTC/USDC,33094.21794174,33329.16088431,32201.61005374,32729.59182578,8206999.5598926,251.29586046,0,0,0,32658.71369655
1626048000000,2021-07-12 00:00:00,BTC/USDC,34244.62902955,34653.37476713,32671.23946113,33107.5446338,8821391.56585262,262.23627225,0,0,0,33639.09763574
1625961600000,2021-07-11 00:00:00,BTC/USDC,33527.49039887,34600.84808658,33321.75841992,34241.1091083,2521689.2626444,74.41166284,0,0,0,33888.36059296
1625875200000,2021-07-10 00:00:00,BTC/USDC,33794.52782951,34256.52905158,33044.99395246,33498.37571842,4224610.94450951,125.38295325,0,0,0,33693.66277476
1625788800000,2021-07-09 00:00:00,BTC/USDC,32846.32792647,34096.09134083,32300,33820.98994798,6269120.40571202,189.40747018,0,0,0,33098.59109439
1625702400000,2021-07-08 00:00:00,BTC/USDC,33867.78628156,33928.60615878,32117,32872.52786655,10835867.87205424,329.97745687,0,0,0,32838.20650912
1625616000000,2021-07-07 00:00:00,BTC/USDC,34190.05599379,35195.27256595,33820.80053213,33874.48334623,9142838.58027156,264.37696296,0,0,0,34582.58419306
1625529600000,2021-07-06 00:00:00,BTC/USDC,33688.87165265,35080.0758,32739.80288896,34220.62121076,7975077.87486899,233.2522865,0,0,0,34190.78112603
1625443200000,2021-07-05 00:00:00,BTC/USDC,35250,35250,33122.82401883,33692.94237122,8325667.84736181,244.59410404,0,0,0,34038.71029532
1625356800000,2021-07-04 00:00:00,BTC/USDC,34674.50723988,35957.38990883,34379.85113899,35284.7677645,4678978.90628228,132.47649666,0,0,0,35319.31341972
1625270400000,2021-07-03 00:00:00,BTC/USDC,33825.60038213,34943.56650619,33335.68248016,34674.4389711,5325496.81759194,154.57456845,0,0,0,34452.6067321
1625184000000,2021-07-02 00:00:00,BTC/USDC,33516.26286767,33975.42237584,32700.97383356,33788.43605007,5035517.1385616,151.06722283,0,0,0,33332.95631063
1625097600000,2021-07-01 00:00:00,BTC/USDC,35071.33965832,35071.33965832,32744.05634496,33538.90008067,10968695.14839502,327.11106416,0,0,0,33532.02123126
1625011200000,2021-06-30 00:00:00,BTC/USDC,35963.85952319,36097.55956995,33866.19967325,35038.63396042,9618861.07499116,275.67632471,0,0,0,34891.86488941
1624924800000,2021-06-29 00:00:00,BTC/USDC,34499.54043896,36607.26629182,34220.59669887,35902.37426981,25941273.68327159,734.05584763,0,0,0,35339.64584169
1624838400000,2021-06-28 00:00:00,BTC/USDC,34712.26937827,35282.5582,33898.28925363,34480.67113657,19703061.29942422,570.82483797,0,0,0,34516.82545821
1624752000000,2021-06-27 00:00:00,BTC/USDC,32293.40014981,34740.17317658,31999.29300408,34681.53517358,15726937.51530881,475.45844309,0,0,0,33077.41768786
1624665600000,2021-06-26 00:00:00,BTC/USDC,31571.42857142,32697.12289108,30161.13393326,32263.34271949,25674937.21801163,820.92095878,0,0,0,31275.77258615
1624579200000,2021-06-25 00:00:00,BTC/USDC,34697.51463221,35491.53725948,31298.74163733,31594.34290879,27557419.91956047,825.7430741,0,0,0,33372.87442537
1624492800000,2021-06-24 00:00:00,BTC/USDC,33686.82908195,35321.84676632,32334.88430785,34650.61454286,15470957.97082467,456.79492245,0,0,0,33868.49811693
1624406400000,2021-06-23 00:00:00,BTC/USDC,32479.7809536,34822.56387037,31699.39241611,33647.37889882,19583982.70385932,580.03119194,0,0,0,33763.67163696
1624320000000,2021-06-22 00:00:00,BTC/USDC,31636.65360873,33517.38489998,28803.18720997,32528.38966707,39283416.30693376,1251.07083627,0,0,0,31399.83378083
1624233600000,2021-06-21 00:00:00,BTC/USDC,35550,35713.57417969,31222,31647.44452093,43445505.77945753,1328.26049549,0,0,0,32708.57330092
1624147200000,2021-06-20 00:00:00,BTC/USDC,35485.55452761,36143.10839998,33378.85973795,35585.79502163,10887645.12809471,312.33432858,0,0,0,34858.94482874
1624060800000,2021-06-19 00:00:00,BTC/USDC,35793.20441866,36436.58007307,34844.73450688,35518.92100725,12513414.03161159,350.09814008,0,0,0,35742.58928868
1623974400000,2021-06-18 00:00:00,BTC/USDC,37950,38194.07888395,35178.46297078,35773.49275474,9802161.29913366,267.11743627,0,0,0,36696.07434097
1623888000000,2021-06-17 00:00:00,BTC/USDC,38342.65746061,39550.75598114,37395.49331176,38031.34246475,15006764.74110888,387.90183187,0,0,0,38687.01694128
1623801600000,2021-06-16 00:00:00,BTC/USDC,40098.19056375,40487.72792539,38131.29162568,38367.20363509,19709902.89450795,501.63756785,0,0,0,39291.12203255
1623715200000,2021-06-15 00:00:00,BTC/USDC,40489.58497597,41299.03390512,39546.35329389,40200,11541497.20627178,287.11585769,0,0,0,40198.04861747
1623628800000,2021-06-14 00:00:00,BTC/USDC,39071.48921108,41013.09252563,38760.67472406,40519.95777376,21201254.01670399,533.49228578,0,0,0,39740.50718597
1623542400000,2021-06-13 00:00:00,BTC/USDC,35575.1698838,39332.2062,34784.23428426,39121.83664341,9774662.04586984,262.6372338,0,0,0,37217.35073296
1623456000000,2021-06-12 00:00:00,BTC/USDC,37290.71901638,37433.43949097,34663.73075819,35499.88858697,10034283.88403427,281.11292214,0,0,0,35694.85105005
1623369600000,2021-06-11 00:00:00,BTC/USDC,36601.94700791,37683.84324318,36000,37261.07551,18152879.50849418,491.1129853,0,0,0,36962.73576925
1623283200000,2021-06-10 00:00:00,BTC/USDC,37445.71005324,38427.1566762,35814.39907571,36626.25587769,36521189.28167312,984.64553462,0,0,0,37090.69710631
1623196800000,2021-06-09 00:00:00,BTC/USDC,33400,37560.4852,32429.13241591,37306.69852101,30548619.04829863,879.86508076,0,0,0,34719.66295322
1623110400000,2021-06-08 00:00:00,BTC/USDC,33499.0102848,34052.98386375,31034.36235454,33400,21905467.49553171,669.03095702,0,0,0,32742.08355485
1623024000000,2021-06-07 00:00:00,BTC/USDC,35853.49024579,36801.1762,33300,33579.01437999,25710683.86965761,725.96333929,0,0,0,35415.95350366
1622937600000,2021-06-06 00:00:00,BTC/USDC,35473.33916122,36457.64945882,35256.8122647,35825.79596689,8073883.65428442,224.44811413,0,0,0,35972.16080687
1622851200000,2021-06-05 00:00:00,BTC/USDC,36868.3512759,37914.8294,34846.15384615,35516.52565975,18751335.96874307,517.57483367,0,0,0,36229.22667198
1622764800000,2021-06-04 00:00:00,BTC/USDC,39263.54642933,39263.54642933,35603.38459509,36884.71617361,23512802.74233467,633.4750112,0,0,0,37117.17483187
1622678400000,2021-06-03 00:00:00,BTC/USDC,37533.55393988,39464.87627516,37204.28162561,39230.965,10706635.667581,277.65934258,0,0,0,38560.32924408
1622592000000,2021-06-02 00:00:00,BTC/USDC,36777.52681783,38232.02516713,35933.55725748,37563.20750471,8423471.20938856,225.8027,0,0,0,37304.56371597
1622505600000,2021-06-01 00:00:00,BTC/USDC,37122.11311346,37864.2088,35689.66165012,36639.54798558,14344775.0051652,392.49808702,0,0,0,36547.37559124
1622419200000,2021-05-31 00:00:00,BTC/USDC,35554.87256513,37501.16301133,34197.47859505,37315.82634214,17315339.47075485,477.06753031,0,0,0,36295.36359245
1622332800000,2021-05-30 00:00:00,BTC/USDC,34548.86744478,36500,33430.41724571,35663.52807656,12779870.42816943,362.29443497,0,0,0,35274.81847527
1622246400000,2021-05-29 00:00:00,BTC/USDC,35693.17717373,37301.88905934,33668.05980266,34601.23247464,19577572.91482479,560.28127813,0,0,0,34942.40068161
1622160000000,2021-05-28 00:00:00,BTC/USDC,38545.37084323,38864.73433438,34719.91614245,35676.44817018,21987120.14666174,604.4890795,0,0,0,36373.06428239
1622073600000,2021-05-27 00:00:00,BTC/USDC,39209.51179338,40408.44043943,37213.83236539,38484.20061766,18270844.5431588,469.10869357,0,0,0,38947.99817951
1621987200000,2021-05-26 00:00:00,BTC/USDC,38391.40198498,40832.59308984,37850.81728914,39253.07837634,23909792.65485962,610.05619228,0,0,0,39192.77102245
1621900800000,2021-05-25 00:00:00,BTC/USDC,38783.62954394,39774.10130147,36500,38343.33863452,17831690.86628068,468.3564016,0,0,0,38072.90944537
1621814400000,2021-05-24 00:00:00,BTC/USDC,34724.83980345,39944.24762351,34454.78251242,38829.71073729,22895242.5649638,615.14519137,0,0,0,37219.24983916
1621728000000,2021-05-23 00:00:00,BTC/USDC,37332.12146765,38271.98466759,31136.37370188,34657.49744568,44000682.5333797,1294.74063265,0,0,0,33984.16750335
1621641600000,2021-05-22 00:00:00,BTC/USDC,37320.15720735,38830.52303886,35268.10929928,37498.71155653,16690567.13073932,448.19821481,0,0,0,37239.25392655
1621555200000,2021-05-21 00:00:00,BTC/USDC,40578.0688398,42224.60925166,33528.22676753,37249.81857109,33432001.29544047,873.53716666,0,0,0,38271.98494972
1621468800000,2021-05-20 00:00:00,BTC/USDC,36769.82720284,42493.57674313,34960.56178444,40600,47743303.60869769,1217.09932901,0,0,0,39227.12178925
1621382400000,2021-05-19 00:00:00,BTC/USDC,42885.33100833,43556.72550837,30088,36743.81269772,81964199.96497984,2141.1538528,0,0,0,38280.38786554
1621296000000,2021-05-18 00:00:00,BTC/USDC,43702.02164953,45800,42300.17635003,42875.41215536,18001424.60933882,408.24139566,0,0,0,44095.04964638
1621209600000,2021-05-17 00:00:00,BTC/USDC,46492.62355,46596.47798255,42102.10658385,43549.1208568,31563812.45652022,717.77827946,0,0,0,43974.32098428
1621123200000,2021-05-16 00:00:00,BTC/USDC,46785.35854475,49784.49270865,43869.20506087,46453.56114964,16341345.51163259,349.41394367,0,0,0,46767.86890641
1621036800000,2021-05-15 00:00:00,BTC/USDC,49872.17183202,50672.63549807,46582.6938745,46671.62770728,10932996.96025612,225.6040804,0,0,0,48460.9894505
1620950400000,2021-05-14 00:00:00,BTC/USDC,49732.95620022,51576.20298162,48876.67571906,49888.38191841,13812095.32455117,274.98680916,0,0,0,50228.21046123
1620864000000,2021-05-13 00:00:00,BTC/USDC,49414.86965401,51386.37682157,45579.15441455,49688.9259307,22922683.68961377,464.69131694,0,0,0,49328.84014394
1620777600000,2021-05-12 00:00:00,BTC/USDC,56733.52417539,57982.6105831,48625,49695.07136404,17747671.13478678,323.38357067,0,0,0,54881.17747607
1620691200000,2021-05-11 00:00:00,BTC/USDC,55864.45831822,56899.99999999,54417.49273069,56730.68717709,8123731.61465804,146.16788405,0,0,0,55578.08863046
1620604800000,2021-05-10 00:00:00,BTC/USDC,58356.3957627,59582.38175794,53249.57443877,55815.23560761,13854574.4860204,240.16313404,0,0,0,57688.18158291
1620518400000,2021-05-09 00:00:00,BTC/USDC,58934.12890501,59309.95167182,56295.39455592,58280.4425685,12157815.24103727,209.79333011,0,0,0,57951.39070752
1620432000000,2021-05-08 00:00:00,BTC/USDC,57365.44702915,59600,56983.39396533,58928.94279451,19273644.32410768,327.95159648,0,0,0,58769.78350152
1620345600000,2021-05-07 00:00:00,BTC/USDC,56469.25741601,58684.922,55300,57388.25230047,7639040.34704767,134.03564869,0,0,0,56992.60175712
1620259200000,2021-05-06 00:00:00,BTC/USDC,57486.0288442,58381.06405839,55278.23820029,56348.80887078,14797814.66987154,260.27950711,0,0,0,56853.55268333
1620172800000,2021-05-05 00:00:00,BTC/USDC,53056.55864704,57969.10446156,52980.0131018,57475.72617517,12233239.32493062,217.84555963,0,0,0,56155.55968048
1620086400000,2021-05-04 00:00:00,BTC/USDC,57240.30909731,57240.30909731,53100,53238.0355102,18489535.25737736,336.58046301,0,0,0,54933.47739802
1620000000000,2021-05-03 00:00:00,BTC/USDC,56622.52094117,58975.50286726,56520.48326558,57208.55062474,6377225.13503593,110.23251908,0,0,0,57852.48480448
1619913600000,2021-05-02 00:00:00,BTC/USDC,57860.47483634,57916.26206869,56100,56590.94023124,2312212.03716509,40.66734268,0,0,0,56856.72789981
1619827200000,2021-05-01 00:00:00,BTC/USDC,57718.9824513,58496.58107427,57055.15711738,57843.03032114,6848275.77683859,118.35100017,0,0,0,57864.11409283
1619740800000,2021-04-30 00:00:00,BTC/USDC,53536.83051344,57984.31009459,53088.76099938,57869.59148996,9664650.572859,173.96035783,0,0,0,55556.62619585
1619654400000,2021-04-29 00:00:00,BTC/USDC,54896.91729437,55194.18095,52400.38333261,53574.65155804,7278487.82782359,135.29425127,0,0,0,53797.46559444
1619568000000,2021-04-28 00:00:00,BTC/USDC,55109.48986719,56467.87268142,53888.72774644,54887.52704793,14343333.6861732,261.29850236,0,0,0,54892.52160508
1619481600000,2021-04-27 00:00:00,BTC/USDC,54048.19621913,55478.18057459,53321.50410631,55072.62194699,19936407.37404922,365.53219703,0,0,0,54540.76969425
1619395200000,2021-04-26 00:00:00,BTC/USDC,49128.29430265,54384.73375,48867.34693877,54057.16582952,20694212.48320333,390.47969738,0,0,0,52996.89746241
1619308800000,2021-04-25 00:00:00,BTC/USDC,50122.50726505,50572.53489825,47045.28756154,49043.29287563,6352912.85332206,128.73265299,0,0,0,49349.66153315
1619222400000,2021-04-24 00:00:00,BTC/USDC,51167.21322517,51199,48757.51745672,50048.18978096,8181056.87444997,163.68752976,0,0,0,49979.71981399
1619136000000,2021-04-23 00:00:00,BTC/USDC,51605.01922195,52102.60548256,47422.71653172,51146.94495,23848620.91967549,480.11303929,0,0,0,49672.92901468
1619049600000,2021-04-22 00:00:00,BTC/USDC,53819.92280141,55542.04372755,50480.21938512,51737.83370053,29857906.79556955,559.40569891,0,0,0,53374.33432256
1618963200000,2021-04-21 00:00:00,BTC/USDC,56457.59552315,56774.07021011,53649.31596219,53788.71083785,8534393.45288878,154.1680419,0,0,0,55357.73398759
1618876800000,2021-04-20 00:00:00,BTC/USDC,55750.27910265,57094.85036258,53411.97897517,56501.27187893,12997861.71925704,234.91816686,0,0,0,55329.31698297
1618790400000,2021-04-19 00:00:00,BTC/USDC,56281.67714621,57582.46718505,54257.84660871,55680.92032798,11796015.56770993,209.59006758,0,0,0,56281.36726091
1618704000000,2021-04-18 00:00:00,BTC/USDC,60053.6318892,60373.44640196,50326.16585478,56286.02344169,29047064.79631456,523.15765362,0,0,0,55522.58405343
1618617600000,2021-04-17 00:00:00,BTC/USDC,61474.77001101,62550.70086395,59700.77340616,60071.78761503,9089581.22750253,148.58443261,0,0,0,61174.51921333
1618531200000,2021-04-16 00:00:00,BTC/USDC,63317.03730268,63564.20698999,60003.00172925,61450,20076593.05451167,326.39562045,0,0,0,61509.99522246
1618444800000,2021-04-15 00:00:00,BTC/USDC,63052.1356733,63793.66559743,62034.69630721,63259.47643024,8827630.12633025,140.4411799,0,0,0,62856.42240129
1618358400000,2021-04-14 00:00:00,BTC/USDC,63619.6087571,64949,61300.55840685,63034.68380712,23128523.97542742,364.02774762,0,0,0,63535.05777139
1618272000000,2021-04-13 00:00:00,BTC/USDC,59839.85389523,63750.9459841,59790.75493214,63549.69883294,15884080.27594351,255.08657508,0,0,0,62269.36980498
1618185600000,2021-04-12 00:00:00,BTC/USDC,59972.3737507,61220.62587563,59400.83240629,59837.60491784,14097059.28928072,234.35447931,0,0,0,60152.71963559
1618099200000,2021-04-11 00:00:00,BTC/USDC,59832.95410446,60670.68918217,59185.72315648,59953.26546744,10811868.09028198,180.95692581,0,0,0,59748.29668378
1618012800000,2021-04-10 00:00:00,BTC/USDC,58118.76325131,61226.43560108,57892.67776078,59718.35452643,19927042.38463136,332.1841052,0,0,0,59987.94666178
1617926400000,2021-04-09 00:00:00,BTC/USDC,58067.19323042,58859.20685209,57669.45684825,58079.73546341,7135952.21456165,122.44254631,0,0,0,58280.00502778
1617840000000,2021-04-08 00:00:00,BTC/USDC,55933.59840964,58139.67717328,55698.8247503,58070.53286102,16500063.02627699,290.28427345,0,0,0,56841.05043023
1617753600000,2021-04-07 00:00:00,BTC/USDC,58008.55537686,58617.24797161,55447.57354644,55907.75416022,14461079.46729426,255.1695605,0,0,0,56672.43161354
1617667200000,2021-04-06 00:00:00,BTC/USDC,59139.98741595,59447.11063265,57367.65080295,57998.55269174,10409567.28487895,178.36875901,0,0,0,58359.8122376
1617580800000,2021-04-05 00:00:00,BTC/USDC,58267.68433179,59239.33708744,56821.7071234,59100,5271493.79533216,90.58044578,0,0,0,58196.81886017
1617494400000,2021-04-04 00:00:00,BTC/USDC,56966.35582882,58470.70400569,56500,58234.22194822,5202278.43470385,90.46534566,0,0,0,57505.75976635
1617408000000,2021-04-03 00:00:00,BTC/USDC,59010.98578521,59791.78870657,56952,57091.39728361,5433215.07515653,92.52835963,0,0,0,58719.45743859
1617321600000,2021-04-02 00:00:00,BTC/USDC,58761.44564557,60117.60430238,58455.68547247,58979.26315556,9374989.99011779,158.20589991,0,0,0,59258.15658866
1617235200000,2021-04-01 00:00:00,BTC/USDC,58783.64227368,59432.55210495,57923.49190137,58718.78439528,10018347.96885358,170.13455738,0,0,0,58884.85045679
1617148800000,2021-03-31 00:00:00,BTC/USDC,58743.36797317,59792.33751372,56893.1541582,58810.18437011,14227225.87858571,242.55625158,0,0,0,58655.36668673
1617062400000,2021-03-30 00:00:00,BTC/USDC,57599.86984493,59367.79922638,57032.46575249,58729.50204454,10163892.59673887,174.57438105,0,0,0,58220.98600955
1616976000000,2021-03-29 00:00:00,BTC/USDC,55785.32473263,58385.26262325,54898.76515782,57602.43533306,16967890.59096983,297.43361037,0,0,0,57047.65702121
1616889600000,2021-03-28 00:00:00,BTC/USDC,55891.3106008,56532.55110445,54700.074406,55751.43533234,5791452.8521423,104.14617023,0,0,0,55608.88930771
1616803200000,2021-03-27 00:00:00,BTC/USDC,55069.01465727,56557.70334906,53934.32271415,55855.97906701,8847120.21474076,160.48157453,0,0,0,55128.57311283
1616716800000,2021-03-26 00:00:00,BTC/USDC,51414.9025628,55099.00961307,51414.9025628,55070.48509658,20628126.69802421,389.25455201,0,0,0,52993.92541848
1616630400000,2021-03-25 00:00:00,BTC/USDC,52264.90172709,53223.04626493,50345.84628278,51363.53902378,17921098.73667141,345.55788428,0,0,0,51861.35102664
1616544000000,2021-03-24 00:00:00,BTC/USDC,54311.91901164,57217.9573028,51663.16783924,52284.89320834,39173831.45882874,710.00843982,0,0,0,55173.75465108
1616457600000,2021-03-23 00:00:00,BTC/USDC,54083.39594271,55831.1893916,52980.21092798,54367.37248002,9660496.45075593,177.66314723,0,0,0,54375.35359119
1616371200000,2021-03-22 00:00:00,BTC/USDC,57433.27468741,58420.30090692,53752.63020437,54098.42,22199099.77815921,392.39690062,0,0,0,56573.07624775
1616284800000,2021-03-21 00:00:00,BTC/USDC,58043.73886922,58604.53393028,55517.75021643,57359.60033112,15407808.91991569,269.29707764,0,0,0,57214.91319156
1616198400000,2021-03-20 00:00:00,BTC/USDC,57990.84367546,59873.43240118,57848.8600953,58041.62391987,17597085.67267065,298.62087425,0,0,0,58927.84862031
1616112000000,2021-03-19 00:00:00,BTC/USDC,57614.50987759,59457.66973036,56274.94443389,58077.05216874,18330931.90386635,314.29123271,0,0,0,58324.66832054
1616025600000,2021-03-18 00:00:00,BTC/USDC,58991.80155172,60092.66936335,56998.62,57669.06635225,15361499.89328553,261.87428744,0,0,0,58659.82507658
1615939200000,2021-03-17 00:00:00,BTC/USDC,56923.86842698,58990.0813926,54179.92547411,58938.69310822,20828755.39803204,370.99795071,0,0,0,56142.50795232
1615852800000,2021-03-16 00:00:00,BTC/USDC,55606.2306095,56933.48251944,53234.91930792,56933.48251944,29602756.11865195,537.41881055,0,0,0,55083.21543184
1615766400000,2021-03-15 00:00:00,BTC/USDC,59049.68399866,60598,54660,55600,17245156.09181337,296.34504713,0,0,0,58192.82710754
