https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTC,Volume USDC,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1700784000000,2023-11-24 00:00:00,LTC/USDC,69.54,71.71,69.07,70.85,21200.24,301.057724,11615.47,164.975442,1635,70.42
1700697600000,2023-11-23 00:00:00,LTC/USDC,68.92,70.39,68.31,69.55,23991.46,346.029736,11660.06,168.132494,2143,69.33
1700611200000,2023-11-22 00:00:00,LTC/USDC,66.22,69.56,66.22,68.64,28900.55,427.462685,16826.69,249.051535,2200,67.61
1700524800000,2023-11-21 00:00:00,LTC/USDC,69.54,72.08,65.69,66.27,45257.6,654.466901,27260.22,394.322746,2628,69.17
1700438400000,2023-11-20 00:00:00,LTC/USDC,70.57,70.99,69.03,69.54,25245.77,359.278932,12546.47,178.514076,2298,70.26
1700352000000,2023-11-19 00:00:00,LTC/USDC,69.94,70.66,68.66,70.55,27525.66,394.813449,14002.16,200.86682,2141,69.72
1700265600000,2023-11-18 00:00:00,LTC/USDC,70.32,70.83,67.74,69.93,29383.2,423.229833,16257.84,234.470903,2289,69.43
1700179200000,2023-11-17 00:00:00,LTC/USDC,71.18,72.08,68.28,70.32,26261.45,373.672826,13879.64,197.475315,2100,70.28
1700092800000,2023-11-16 00:00:00,LTC/USDC,74.26,77.66,69.34,71.33,23542.65,326.158367,11690.88,161.998868,1720,72.19
1700006400000,2023-11-15 00:00:00,LTC/USDC,70.71,73.97,68.95,73.97,24301.26,337.677141,12275.6,170.581197,2155,71.97
1699920000000,2023-11-14 00:00:00,LTC/USDC,71.3,72.69,68.96,70.83,26747.97,374.205746,11128.37,155.798595,2140,71.49
1699833600000,2023-11-13 00:00:00,LTC/USDC,75.13,76.24,70.25,71.39,22689.97,307.813287,10995.13,149.159626,2241,73.72
1699747200000,2023-11-12 00:00:00,LTC/USDC,73.97,77.17,72.73,75.15,13109.54,174.254747,6598.79,87.661708,1067,75.23
1699660800000,2023-11-11 00:00:00,LTC/USDC,73.29,73.29,73.29,73.29,0,0,0,0,0,73.59
1699574400000,2023-11-10 00:00:00,LTC/USDC,73.24,74.96,71.04,73.29,11682.53,158.753851,5650.59,76.831114,892,73.59
1699488000000,2023-11-09 00:00:00,LTC/USDC,73.32,75.92,68.87,73.16,25119.44,343.104004,11900.99,162.384037,1835,73.24
1699401600000,2023-11-08 00:00:00,LTC/USDC,73.3,74.64,72.25,73.17,24378.61,331.798428,11144.16,151.704067,1997,73.47
1699315200000,2023-11-07 00:00:00,LTC/USDC,74.47,74.82,71.28,73.5,26185.57,357.42816,12328.63,168.274829,2327,73.26
1699228800000,2023-11-06 00:00:00,LTC/USDC,71.3,75.11,70.49,74.59,17307.52,238.711452,9450.18,130.30755,1501,72.51
1699142400000,2023-11-05 00:00:00,LTC/USDC,70.51,72.42,69.13,71.74,24683.92,346.87318,12622.83,177.33402,2070,71.16
1699056000000,2023-11-04 00:00:00,LTC/USDC,69.45,70.59,67.96,70.5,21190.26,305.209975,11389.86,164.092954,1836,69.43
1698969600000,2023-11-03 00:00:00,LTC/USDC,69.25,69.97,67.33,69.51,23116.35,335.301815,12258.73,177.915386,1822,68.94
1698883200000,2023-11-02 00:00:00,LTC/USDC,69.85,70.74,67.71,69.38,18413.04,264.115899,9370.76,134.412069,1525,69.72
1698796800000,2023-11-01 00:00:00,LTC/USDC,68.58,70.34,66.67,69.85,25811.36,378.284667,11623.02,170.165307,1834,68.24
1698710400000,2023-10-31 00:00:00,LTC/USDC,69.09,70.45,67.12,68.96,23112.76,334.929204,12169.44,176.328845,1690,69.01
1698624000000,2023-10-30 00:00:00,LTC/USDC,68.83,69.72,68.02,69.08,16255.46,235.754045,8098.64,117.455785,1111,68.95
1698537600000,2023-10-29 00:00:00,LTC/USDC,67.47,69.36,66.29,68.55,18020.83,265.232647,8744.45,128.709894,1619,67.94
1698451200000,2023-10-28 00:00:00,LTC/USDC,67.57,68.46,66.56,67.51,13400.01,197.477218,6759.45,99.664807,1134,67.85
1698364800000,2023-10-27 00:00:00,LTC/USDC,68.71,68.79,65.79,66.64,14048.07,208.137017,6218.19,92.126337,1028,67.5
1698278400000,2023-10-26 00:00:00,LTC/USDC,69.2,71.11,66.85,68.53,13976.66,202.455777,6239.1,90.432207,1195,69.04
1698192000000,2023-10-25 00:00:00,LTC/USDC,68.61,71.19,68,68.55,17939.94,259.314428,9043.71,130.845883,1439,69.18
1698105600000,2023-10-24 00:00:00,LTC/USDC,68.92,72.54,67,68.97,19213.43,275.790964,9332.95,134.016345,1501,69.68
1698019200000,2023-10-23 00:00:00,LTC/USDC,65.31,69.49,64.58,68.91,16659.15,250.18787,7975.11,119.60971,1420,66.59
1697932800000,2023-10-22 00:00:00,LTC/USDC,64.77,66.84,62.94,65.31,19668.09,304.882651,9145.31,141.82435,1520,64.51
1697846400000,2023-10-21 00:00:00,LTC/USDC,63.61,65.42,63.09,64.83,18976.49,295.732416,7853.53,122.294552,836,64.17
1697760000000,2023-10-20 00:00:00,LTC/USDC,61.81,64.5,61.51,63.45,33708.72,535.371654,19429.83,309.29228,688,62.97
1697673600000,2023-10-19 00:00:00,LTC/USDC,60.17,61.92,58.54,61.8,44610.83,731.355288,21309.99,348.748714,1428,61
1697587200000,2023-10-18 00:00:00,LTC/USDC,62.18,62.7,60.13,60.18,46108.98,747.179749,21265.47,344.097941,1318,61.71
1697500800000,2023-10-17 00:00:00,LTC/USDC,63.23,65.91,61.45,62.17,49880.9,797.875564,28742.86,460.566521,1559,62.52
1697414400000,2023-10-16 00:00:00,LTC/USDC,61.52,65.93,61.12,63.43,50678.37,803.604181,27444.89,436.419037,1586,63.07
1697328000000,2023-10-15 00:00:00,LTC/USDC,61.64,63.03,60.66,61.51,44050.42,714.511682,23789.41,385.805911,1298,61.65
1697241600000,2023-10-14 00:00:00,LTC/USDC,61.88,62.36,61.19,61.64,45804.73,742.408073,30146.35,488.423678,1447,61.69
1697155200000,2023-10-13 00:00:00,LTC/USDC,61.13,62.3,60.55,61.88,52881.02,860.696609,26130.89,424.993121,1496,61.44
1697068800000,2023-10-12 00:00:00,LTC/USDC,61.74,62.07,60.54,61.11,52111.8,852.669035,14300.45,233.73656,1692,61.11
1696982400000,2023-10-11 00:00:00,LTC/USDC,63.58,64.14,60.98,61.41,42623.39,684.848568,17211.4,276.238092,1311,62.24
1696896000000,2023-10-10 00:00:00,LTC/USDC,63.1,63.99,62.22,63.57,59486.4,939.553913,32945.23,520.509777,1837,63.31
1696809600000,2023-10-09 00:00:00,LTC/USDC,65.27,65.37,61.97,63.09,69038.85,1082.608183,46099.83,722.106848,2221,63.78
1696723200000,2023-10-08 00:00:00,LTC/USDC,65.68,66,64.5,65.27,49474.61,757.171288,14235.07,218.062891,1579,65.34
1696636800000,2023-10-07 00:00:00,LTC/USDC,65.37,66.54,64.53,65.34,47662.96,726.317675,31040.21,472.304597,1574,65.62
1696550400000,2023-10-06 00:00:00,LTC/USDC,64.58,65.84,64.37,65.38,64581.39,989.677653,36240.64,556.625508,1728,65.25
1696464000000,2023-10-05 00:00:00,LTC/USDC,64.28,66.73,63.75,64.98,83552.01,1291.987954,62918.39,973.484951,2503,64.67
1696377600000,2023-10-04 00:00:00,LTC/USDC,65.42,65.51,63.49,64.28,110867.69,1726.349309,56860.52,886.188648,3219,64.22
1696291200000,2023-10-03 00:00:00,LTC/USDC,65.87,66.78,65.06,65.41,86081.77,1307.670361,45063.24,684.596864,2716,65.83
1696204800000,2023-10-02 00:00:00,LTC/USDC,67.93,68.58,65.09,65.88,59826.33,895.999161,31184.44,467.340184,2936,66.78
1696118400000,2023-10-01 00:00:00,LTC/USDC,65.86,68.94,65.41,68.36,36319.34,545.514292,19290.64,289.836407,2769,66.58
1696032000000,2023-09-30 00:00:00,LTC/USDC,65.46,66.5,65.23,65.88,14672.83,223.367799,8036.5,122.38146,541,65.69
1695945600000,2023-09-29 00:00:00,LTC/USDC,65.15,66.53,64.27,65.35,43883.88,668.746803,20016.91,304.578377,1506,65.62
1695859200000,2023-09-28 00:00:00,LTC/USDC,63.33,65.57,62.8,64.9,43566.12,678.294315,24402.69,381.15845,1464,64.23
1695772800000,2023-09-27 00:00:00,LTC/USDC,63.65,65.43,63.08,63.48,45444.98,711.710663,21529.41,337.189859,1530,63.85
1695686400000,2023-09-26 00:00:00,LTC/USDC,64.18,64.82,62.94,63.64,113372.78,1769.447843,73488.95,1146.392175,1567,64.07
1695600000000,2023-09-25 00:00:00,LTC/USDC,63.74,64.81,62.89,64.25,104072.64,1621.129413,25323.27,394.919071,1661,64.19
1695513600000,2023-09-24 00:00:00,LTC/USDC,64.98,65.46,63.08,63.56,110233.56,1707.604906,52201.16,808.92664,1808,64.55
1695427200000,2023-09-23 00:00:00,LTC/USDC,64.3,65.36,63.71,64.99,127068.7,1961.936644,78755.5,1216.251824,2021,64.76
1695340800000,2023-09-22 00:00:00,LTC/USDC,64.59,65.64,63.49,64.32,112314.89,1738.559365,34163.54,529.033295,1950,64.6
1695254400000,2023-09-21 00:00:00,LTC/USDC,64.84,65.46,62.78,64.69,115749.49,1798.28983,61979.2,963.111487,1788,64.36
1695168000000,2023-09-20 00:00:00,LTC/USDC,67.14,67.86,63.63,64.78,119999.92,1826.83117,55068.43,833.88871,1861,65.7
1695081600000,2023-09-19 00:00:00,LTC/USDC,66.09,68.41,65.3,67.14,98354.74,1466.222149,56150.54,837.54046,1650,67.08
1694995200000,2023-09-18 00:00:00,LTC/USDC,63.69,67.77,63.07,65.93,141297.84,2168.260997,35531.91,543.081256,2218,65.18
1694908800000,2023-09-17 00:00:00,LTC/USDC,65.39,65.83,63.16,64.09,225490.46,3524.390952,103776.7,1623.492411,3502,63.98
1694822400000,2023-09-16 00:00:00,LTC/USDC,66,67.09,64.35,65.38,222459.5,3409.040133,132190.37,2030.543459,3325,65.26
1694736000000,2023-09-15 00:00:00,LTC/USDC,62.91,66.27,62.31,66,224016.03,3500.344834,161670.76,2521.496978,2900,64
1694649600000,2023-09-14 00:00:00,LTC/USDC,61.97,63.5,60.87,63.15,90681.27,1447.582875,38442.88,611.873359,1411,62.64
1694563200000,2023-09-13 00:00:00,LTC/USDC,60.2,63.06,59.44,61.96,90960.8,1492.440929,45826.69,752.402655,1508,60.95
1694476800000,2023-09-12 00:00:00,LTC/USDC,59.02,61.72,58.38,60.5,216781.68,3604.805338,117718.29,1956.967726,3445,60.14
1694390400000,2023-09-11 00:00:00,LTC/USDC,61.24,62.08,57.89,59.02,191004.88,3188.044584,102390.93,1704.56799,3176,59.93
1694304000000,2023-09-10 00:00:00,LTC/USDC,63.19,63.44,60.41,61.25,246373.5,4000.869257,105542.74,1706.869474,3634,61.58
1694217600000,2023-09-09 00:00:00,LTC/USDC,62.68,63.83,62.07,63.3,210249.98,3341.899017,70545.01,1120.141047,3184,62.91
1694131200000,2023-09-08 00:00:00,LTC/USDC,63.66,64.37,61.89,62.69,216963.52,3446.298876,111771.75,1773.498746,3147,62.95
1694044800000,2023-09-07 00:00:00,LTC/USDC,62.92,64.46,62.29,63.67,203103.72,3219.360261,80671.41,1278.584996,3096,63.08
1693958400000,2023-09-06 00:00:00,LTC/USDC,63.17,64.04,61.78,62.91,226530.83,3599.403201,106382.27,1688.137082,3197,62.93
1693872000000,2023-09-05 00:00:00,LTC/USDC,63.84,64.08,62.48,63.11,203293.36,3216.892523,99908.51,1577.681548,3004,63.19
1693785600000,2023-09-04 00:00:00,LTC/USDC,64.02,64.86,62.84,63.85,156283.56,2445.21093,113612.19,1777.536905,2363,63.91
1693699200000,2023-09-03 00:00:00,LTC/USDC,64.67,64.84,63.7,64.01,248772.9,3874.339998,172459.62,2686.513381,3812,64.21
1693612800000,2023-09-02 00:00:00,LTC/USDC,63.08,64.86,62.21,64.66,140192.33,2194.470116,54831.54,856.417036,2125,63.88
1693526400000,2023-09-01 00:00:00,LTC/USDC,64.14,64.98,62.13,62.86,138333.09,2174.098766,66911.25,1050.013515,2168,63.63
1693440000000,2023-08-31 00:00:00,LTC/USDC,67.63,68.44,63.5,64.08,278201.22,4141.480695,202145.72,2995.296131,4108,67.2
1693353600000,2023-08-30 00:00:00,LTC/USDC,68.85,69.3,66.72,67.83,219354.99,3232.897611,168638.16,2485.196845,3298,67.85
1693267200000,2023-08-29 00:00:00,LTC/USDC,65.6,70.44,64.64,68.75,239148.39,3548.953952,149334.48,2205.97575,3298,67.43
1693180800000,2023-08-28 00:00:00,LTC/USDC,65.43,66,64.18,65.47,289480.43,4455.766732,93484.61,1438.394094,4356,64.96
1693094400000,2023-08-27 00:00:00,LTC/USDC,65.06,66.06,64.84,65.43,259982.96,3977.937718,177145.59,2710.678632,3337,65.35
1693008000000,2023-08-26 00:00:00,LTC/USDC,65.11,66.37,64.79,65.14,196441.95,3005.855364,148882.54,2277.264602,2896,65.35
1692921600000,2023-08-25 00:00:00,LTC/USDC,65,65.83,64.08,65.2,212232.72,3272.399603,131054.09,2020.219461,3164,64.85
1692835200000,2023-08-24 00:00:00,LTC/USDC,65.69,66.14,64.13,65.03,112752.31,1729.272332,57366.13,879.689871,1890,65.2
1692748800000,2023-08-23 00:00:00,LTC/USDC,65.07,66.61,63.87,65.65,105730.37,1623.149185,51085.16,784.242068,1685,65.14
1692662400000,2023-08-22 00:00:00,LTC/USDC,66.69,67.14,62.99,64.79,121260.38,1832.85958,64220.59,970.549027,1712,66.16
1692576000000,2023-08-21 00:00:00,LTC/USDC,65.2,67.25,64.93,67.17,174460.44,2641.441928,83398.51,1263.117477,2706,66.05
1692489600000,2023-08-20 00:00:00,LTC/USDC,64.14,67.76,63.8,65.18,232061.89,3593.33512,116149.63,1798.429803,3477,64.58
1692403200000,2023-08-19 00:00:00,LTC/USDC,64.2,64.95,63.43,64.12,180388.78,2818.819789,88244.38,1379.003597,2815,63.99
1692316800000,2023-08-18 00:00:00,LTC/USDC,64.95,65.8,63.3,64.11,22453.57,345.392781,11155.13,171.717074,381,65.01
1692230400000,2023-08-17 00:00:00,LTC/USDC,74.56,75.83,57.63,64.68,121901.87,1659.111523,58024.63,788.233085,1977,73.63
1692144000000,2023-08-16 00:00:00,LTC/USDC,79.42,80,73.33,74.51,121658,1566.569621,59518.02,765.801491,2007,77.69
1692057600000,2023-08-15 00:00:00,LTC/USDC,81.92,82.28,78.39,79.19,128652.45,1585.099968,65505.06,807.111184,1800,81.17
1691971200000,2023-08-14 00:00:00,LTC/USDC,81.68,83.97,80.81,81.9,128035.88,1564.107473,60491.3,738.469443,1726,81.86
1691884800000,2023-08-13 00:00:00,LTC/USDC,83.35,83.61,81.46,81.76,150600.8,1817.197479,70900.53,855.156003,2124,82.87
1691798400000,2023-08-12 00:00:00,LTC/USDC,83.21,83.98,82.81,83.34,57845.79,694.186156,29839.14,358.084148,1649,83.32
1691712000000,2023-08-11 00:00:00,LTC/USDC,83,83.73,82.58,83.21,67218.04,809.589263,35426.78,426.655758,1867,83.02
1691625600000,2023-08-10 00:00:00,LTC/USDC,83.81,84.01,82.17,82.98,90489.19,1082.867773,46085.12,551.553308,2636,83.56
1691539200000,2023-08-09 00:00:00,LTC/USDC,83.78,84.47,82.25,83.81,107446.87,1284.627825,52786.92,631.166178,3317,83.64
1691452800000,2023-08-08 00:00:00,LTC/USDC,82.05,84.78,81.27,83.81,53862.76,649.819352,26745.17,322.657504,1605,82.89
1691366400000,2023-08-07 00:00:00,LTC/USDC,82.41,83.13,80.02,82.04,39084.95,476.421046,21377.05,260.48236,1211,82.04
1691280000000,2023-08-06 00:00:00,LTC/USDC,83.1,83.58,81.97,82.37,42055.07,506.646555,20944.3,252.340215,1259,83
1691193600000,2023-08-05 00:00:00,LTC/USDC,82.22,85.65,81,83.12,42100,509.85286,21297.36,257.910025,1125,82.57
1691107200000,2023-08-04 00:00:00,LTC/USDC,82.72,84,81.08,82.13,62563.49,754.494018,28287.04,341.378722,1658,82.92
1691020800000,2023-08-03 00:00:00,LTC/USDC,87.5,88.73,82.4,82.64,73347.58,847.870912,36152.12,417.784472,2076,86.51
1690934400000,2023-08-02 00:00:00,LTC/USDC,93.92,94.41,86.46,87.71,74005.88,822.063122,36321.61,403.300267,2129,90.08
1690848000000,2023-08-01 00:00:00,LTC/USDC,92.88,94.07,88.81,93.93,81580.43,889.559111,41208.16,449.397667,2403,91.72
1690761600000,2023-07-31 00:00:00,LTC/USDC,94.17,99.1,91.42,92.42,97749.98,1047.505997,48796.33,522.870658,2702,93.32
1690675200000,2023-07-30 00:00:00,LTC/USDC,94.14,96.06,91.43,94.14,88336.95,935.041977,45875.36,485.409482,2429,94.47
1690588800000,2023-07-29 00:00:00,LTC/USDC,91.57,94.76,90.22,94.73,80983.68,887.010222,40493.83,443.499249,2327,91.3
1690502400000,2023-07-28 00:00:00,LTC/USDC,90.61,92.26,90.5,91.57,106667.51,1168.1732,52619.37,576.253464,2984,91.31
1690416000000,2023-07-27 00:00:00,LTC/USDC,90.64,92,89.6,90.6,98753.35,1086.827022,48214.9,530.542524,2851,90.86
1690329600000,2023-07-26 00:00:00,LTC/USDC,89.34,91.08,88.61,90.62,86525.51,965.571626,43925.99,490.189116,2787,89.61
1690243200000,2023-07-25 00:00:00,LTC/USDC,89.11,90.58,88.59,89.61,78017.58,874.021586,40197.99,450.309513,2432,89.26
1690156800000,2023-07-24 00:00:00,LTC/USDC,93.14,93.87,87.98,89.21,72056.11,793.834879,36119.96,397.987798,2185,90.8
1690070400000,2023-07-23 00:00:00,LTC/USDC,92.08,93.79,91.67,93.38,95164.31,1027.555946,45616.84,492.648555,2867,92.61
1689984000000,2023-07-22 00:00:00,LTC/USDC,94.14,96.33,91.66,92.09,85002.6,904.921695,43552.87,463.726863,2592,93.93
1689897600000,2023-07-21 00:00:00,LTC/USDC,92.54,94.82,91.5,94.01,101905.01,1096.528995,51842.89,557.79634,2730,92.94
1689811200000,2023-07-20 00:00:00,LTC/USDC,92.11,95.65,89.99,92.53,95631.88,1029.843206,49506.45,533.179996,2832,92.86
1689724800000,2023-07-19 00:00:00,LTC/USDC,92,94.13,91.5,92.17,94889.22,1021.760616,46134.57,496.824843,2791,92.87
1689638400000,2023-07-18 00:00:00,LTC/USDC,92.28,92.83,89.82,91.54,96456.53,1055.013612,46888.99,512.744178,2857,91.43
1689552000000,2023-07-17 00:00:00,LTC/USDC,92.87,93.84,89.69,92.25,98569.72,1070.390493,49994.5,543.021394,2897,92.09
1689465600000,2023-07-16 00:00:00,LTC/USDC,94.55,95.3,92.43,92.86,114428.09,1210.359987,59000.93,624.028055,2978,94.54
1689379200000,2023-07-15 00:00:00,LTC/USDC,94.86,95.46,93.84,94.59,100873.99,1066.03774,50305.64,531.657359,2959,94.62
1689292800000,2023-07-14 00:00:00,LTC/USDC,101.84,103.6,92.18,94.88,129623.81,1308.714061,64332.18,649.462526,3585,99.16
1689206400000,2023-07-13 00:00:00,LTC/USDC,96.14,104.28,95.6,101.96,127017.75,1271.907291,66240.02,662.979112,3445,99.91
1689120000000,2023-07-12 00:00:00,LTC/USDC,96.61,98.09,94.4,96.14,118178.56,1225.57123,59111.3,612.944487,3476,96.43
1689033600000,2023-07-11 00:00:00,LTC/USDC,96.54,105.35,95.67,96.71,121195.34,1251.895726,61421.11,634.73982,3782,96.81
1688947200000,2023-07-10 00:00:00,LTC/USDC,95.1,97.54,92.35,96.46,92111.79,970.929612,44364.03,467.621424,2741,94.88
1688860800000,2023-07-09 00:00:00,LTC/USDC,97.92,98.29,94.86,95.44,93235.16,962.495259,46574.64,480.841654,2594,96.87
1688774400000,2023-07-08 00:00:00,LTC/USDC,98.17,98.48,96.85,97.93,81988.67,839.222388,40132.64,410.765916,2381,97.69
1688688000000,2023-07-07 00:00:00,LTC/USDC,95.43,98.48,94.77,98.27,103456.03,1066.467229,51615.61,532.117056,2976,97.01
1688601600000,2023-07-06 00:00:00,LTC/USDC,102.26,105.66,95.66,95.66,70888.17,713.52249,34587.82,348.191349,2088,99.4
1688515200000,2023-07-05 00:00:00,LTC/USDC,104.51,106.73,98.92,102.54,94686.37,918.559355,46932.28,455.546147,2729,103.12
1688428800000,2023-07-04 00:00:00,LTC/USDC,107.09,109.35,104.31,104.5,108563.1,1013.637904,52364.36,488.940524,2765,107.1
1688342400000,2023-07-03 00:00:00,LTC/USDC,113.43,114.65,105.8,107.12,116110.27,1056.71685,55652.82,506.616383,3157,109.93
1688256000000,2023-07-02 00:00:00,LTC/USDC,107.13,113.65,105.52,113.48,134507.97,1218.339971,67965.14,614.840661,3271,110.43
1688169600000,2023-07-01 00:00:00,LTC/USDC,108.64,112.33,100.71,107.35,116371.1,1092.417974,55235.95,518.327179,3158,106.55
1688083200000,2023-06-30 00:00:00,LTC/USDC,84.98,110.83,84.03,108.47,127952.34,1303.140474,69371.82,709.900606,3337,98.63
1687996800000,2023-06-29 00:00:00,LTC/USDC,82.97,87.17,82.87,84.97,105802.87,1254.573294,51582.49,611.748858,3174,84.33
1687910400000,2023-06-28 00:00:00,LTC/USDC,88.09,88.14,81.74,82.96,124374.96,1457.331624,61139.32,716.099516,3463,85.37
1687824000000,2023-06-27 00:00:00,LTC/USDC,87.17,91.07,86.91,88.03,104301.39,1183.445802,52609.92,596.969788,3387,88.13
1687737600000,2023-06-26 00:00:00,LTC/USDC,88.23,93.79,86.32,87.16,127758.43,1458.307763,61181.8,698.309352,3740,87.61
1687651200000,2023-06-25 00:00:00,LTC/USDC,89.67,90.53,86.84,88.22,114020.86,1288.356985,58514.88,661.122402,3527,88.5
1687564800000,2023-06-24 00:00:00,LTC/USDC,91.39,93.57,86.45,89.57,120670.06,1337.607452,60404.43,669.561347,3630,90.23
1687478400000,2023-06-23 00:00:00,LTC/USDC,86.11,92.73,84.34,91.37,119615.35,1362.088702,59597.85,678.255268,3694,87.87
1687392000000,2023-06-22 00:00:00,LTC/USDC,85.32,88.99,83.7,85.92,119913.98,1388.844254,59539.76,689.686184,3618,86.35
1687305600000,2023-06-21 00:00:00,LTC/USDC,80.15,86.78,78.68,85.78,120311.41,1438.195209,58431.19,698.397433,3638,83.67
1687219200000,2023-06-20 00:00:00,LTC/USDC,77.4,80.91,75.15,80.17,122191.25,1572.813489,58800.09,756.493446,3575,77.7
1687132800000,2023-06-19 00:00:00,LTC/USDC,77.17,78.43,75.72,77.42,125357.14,1624.373012,63179.99,818.730238,3569,77.17
1687046400000,2023-06-18 00:00:00,LTC/USDC,76.85,78.89,75.75,77.17,131789.06,1704.261803,64038.66,828.275987,3719,77.33
1686960000000,2023-06-17 00:00:00,LTC/USDC,76.04,77.64,74.43,76.86,116063.53,1508.605677,58387.54,759.033154,3523,76.93
1686873600000,2023-06-16 00:00:00,LTC/USDC,74.44,76.79,73.39,76.05,111547.09,1480.522416,54751.13,726.731707,3593,75.34
1686787200000,2023-06-15 00:00:00,LTC/USDC,73.07,75.37,71.8,74.4,113911.36,1551.381505,55964.82,762.289331,3758,73.43
1686700800000,2023-06-14 00:00:00,LTC/USDC,77.53,79.85,71.86,73.07,127436.98,1663.69366,64644.06,843.820497,3641,76.64
1686614400000,2023-06-13 00:00:00,LTC/USDC,77.59,80.18,76.27,77.52,69107.05,890.834336,34601.41,445.951737,2049,77.57
1686528000000,2023-06-12 00:00:00,LTC/USDC,77.67,79.03,75.48,77.6,117066.72,1522.655124,59355.58,772.123581,3193,76.88
1686441600000,2023-06-11 00:00:00,LTC/USDC,77.1,79.54,76.17,77.67,119819.87,1539.640237,61725.07,793.072035,3542,77.82
1686355200000,2023-06-10 00:00:00,LTC/USDC,89.3,89.83,74.68,77.32,129258.33,1643.278722,61622.07,783.718923,3813,78.86
1686268800000,2023-06-09 00:00:00,LTC/USDC,88.56,90.72,86.95,89.29,124375.34,1403.970112,63690.63,718.988723,3430,88.59
1686182400000,2023-06-08 00:00:00,LTC/USDC,88.79,100,87.03,88.59,128348.81,1450.384961,65738.04,742.591455,3511,88.49
1686096000000,2023-06-07 00:00:00,LTC/USDC,90.83,91.24,86.98,88.76,110918.01,1238.846041,55109.1,615.45571,3422,89.54
1686009600000,2023-06-06 00:00:00,LTC/USDC,87.98,91.35,85.6,90.83,122965.06,1389.722201,62051.12,701.325436,3635,88.5
1685923200000,2023-06-05 00:00:00,LTC/USDC,94.18,94.86,83.88,87.96,119387.08,1310.566549,59331.64,651.290528,3555,91.17
1685836800000,2023-06-04 00:00:00,LTC/USDC,95.99,96.66,93.96,94.25,123383.44,1289.933026,62272.76,651.158761,3664,95.65
1685750400000,2023-06-03 00:00:00,LTC/USDC,95.25,100,94.02,95.98,116653.46,1217.713363,59321.81,619.092869,3455,95.8
1685664000000,2023-06-02 00:00:00,LTC/USDC,94.13,95.73,92.86,95.38,122249.49,1293.920009,66865.23,708.835275,3537,94.48
1685577600000,2023-06-01 00:00:00,LTC/USDC,90.5,95.54,88.43,94.16,118589.38,1271.793857,51699.41,554.98426,3460,93.27
1685491200000,2023-05-31 00:00:00,LTC/USDC,92.07,94.55,87.99,90.49,123976.45,1379.282742,63038.32,701.363674,3689,89.89
1685404800000,2023-05-30 00:00:00,LTC/USDC,90.98,93.26,89.97,92.28,125330.37,1364.413844,61542.39,669.949081,3697,91.86
1685318400000,2023-05-29 00:00:00,LTC/USDC,91.55,92.93,89.83,90.99,122386.98,1341.494179,61196.23,670.781274,3799,91.23
1685232000000,2023-05-28 00:00:00,LTC/USDC,88.69,92.51,85.3,91.56,131850.98,1467.848769,67800.05,754.767543,3829,89.83
1685145600000,2023-05-27 00:00:00,LTC/USDC,87.03,89.09,86.85,88.64,123824.3,1407.126715,60434.7,686.802378,3790,87.99
1685059200000,2023-05-26 00:00:00,LTC/USDC,86.64,88.53,85.2,87.13,51608.69,591.871641,26001.03,298.164385,3858,87.19
1684972800000,2023-05-25 00:00:00,LTC/USDC,86.08,87.02,82.93,86.63,48839.66,576.221998,23856.64,281.562467,3893,84.76
1684886400000,2023-05-24 00:00:00,LTC/USDC,91.9,92.77,84.71,86.09,49055.48,563.788991,24467.93,281.189027,3999,87.05
1684800000000,2023-05-23 00:00:00,LTC/USDC,90.98,92.92,90.33,91.84,57917.23,631.916367,29209.29,318.949841,3933,91.65
1684713600000,2023-05-22 00:00:00,LTC/USDC,92.1,92.85,89.84,91.17,52193.4,572.587572,26867.68,294.747461,3859,91.15
1684627200000,2023-05-21 00:00:00,LTC/USDC,92.52,93.56,90.7,92.04,57046.36,618.343395,28734.9,311.479093,4350,92.25
1684540800000,2023-05-20 00:00:00,LTC/USDC,91.89,93.34,90.36,92.55,69488.95,759.138742,34040.22,371.883523,5289,91.53
1684454400000,2023-05-19 00:00:00,LTC/USDC,90.39,93.67,90.14,91.86,73921.08,805.130277,36264.13,395.028309,5571,91.81
1684368000000,2023-05-18 00:00:00,LTC/USDC,94.17,94.17,89.32,90.38,81524.85,884.038547,38954.94,422.317842,5292,92.23
1684281600000,2023-05-17 00:00:00,LTC/USDC,90.2,95.01,89.81,93.93,76219.34,822.280792,38077.43,410.813344,5487,92.7
1684195200000,2023-05-16 00:00:00,LTC/USDC,87.03,92.2,86.25,90.23,77393.31,870.777826,39990.77,449.803814,5289,88.89
1684108800000,2023-05-15 00:00:00,LTC/USDC,83.51,88.98,81.76,87.04,70560.75,813.624653,34773.56,400.910837,4969,86.75
1684022400000,2023-05-14 00:00:00,LTC/USDC,80.01,84.16,79.21,83.46,79953.29,979.026474,39236.35,480.353457,5204,81.68
1683936000000,2023-05-13 00:00:00,LTC/USDC,80.55,81.78,77.35,80.36,74886.65,930.366084,37226.28,462.556974,4988,80.49
1683849600000,2023-05-12 00:00:00,LTC/USDC,81.02,81.63,77.2,80.54,76620.2,965.70509,37884.6,477.548123,5340,79.34
